cliente;prodotto;anno_mese;grossvalue
C000482;M000211;202306;3425,51
C001911;M000425;202307;3208,57
C000140;M000298;202306;6037,77
C000858;M000371;202305;2278,56
C001943;M000435;202403;6398,57
C000662;M000335;202304;5019,17
C000962;M000002;202402;717,12
C001497;M000158;202404;6803,62
C000116;M000392;202411;1440,78
C001694;M000291;202304;6970,47
C001030;M000448;202403;5538,98
C000654;M000387;202410;9401,02
C000895;M000135;202411;2677,81
C001579;M000076;202406;955,3
C001473;M000180;202304;1523,75
C001396;M000379;202305;1787,27
C000830;M000037;202409;1056,44
C001179;M000037;202303;8240,13
C000692;M000146;202405;3709,67
C001733;M000234;202310;1690,55
C000857;M000323;202403;3710,43
C000218;M000151;202404;4114,9
C000934;M000354;202406;5382,05
C000768;M000232;202312;2250,1
C001467;M000138;202402;9188,42
C001392;M000106;202406;3351,84
C000630;M000183;202307;1642,78
C001680;M000326;202404;534,58
C001003;M000279;202401;3225,14
C001479;M000293;202401;5126,2
C001438;M000153;202402;8950,97
C000075;M000124;202303;8268,88
C000045;M000284;202307;1613,53
C001032;M000101;202404;818,83
C000193;M000357;202412;3438,55
C000369;M000091;202407;5619,64
C000542;M000065;202306;3055,86
C000117;M000223;202306;4617,89
C001876;M000170;202409;2658,67
C000826;M000036;202306;5418,42
C001572;M000458;202402;717,64
C000318;M000226;202301;423,95
C001662;M000142;202303;688,67
C000625;M000126;202309;5139,77
C001600;M000339;202306;4873,84
C000992;M000431;202405;4160,18
C000362;M000453;202310;3090,5
C000482;M000312;202408;3389,54
C000910;M000398;202412;8544,95
C000132;M000148;202412;3208,04
C000610;M000024;202403;3518,45
C001772;M000022;202412;9468,59
C000981;M000101;202412;5742,14
C000197;M000387;202310;4386,88
C001410;M000410;202408;9725,27
C000876;M000435;202403;1296,65
C000482;M000406;202403;8359,63
C000349;M000415;202406;2727,01
C001975;M000326;202304;932,77
C001586;M000252;202412;9207,35
C001921;M000212;202408;9536,11
C001303;M000323;202402;7556,83
C000326;M000080;202404;8700,43
C001158;M000145;202309;7478,44
C001314;M000339;202404;461,29
C000503;M000190;202309;117,1
C001201;M000036;202404;4268,8
C001485;M000237;202309;6407,4
C001602;M000243;202404;3720,97
C001739;M000195;202407;8649,57
C000726;M000301;202412;9339,22
C001786;M000006;202401;695,74
C001776;M000291;202310;3172,96
C001254;M000157;202411;1316,3
C000090;M000176;202409;9386,23
C000510;M000252;202403;6536,34
C000352;M000319;202301;7317,51
C000314;M000375;202302;3047,79
C000696;M000275;202306;9607,4
C000596;M000318;202304;6650,33
C000909;M000398;202407;8876,41
C001437;M000189;202407;457,87
C001546;M000477;202412;3909,21
C001237;M000166;202405;1749,47
C000070;M000033;202404;8850,7
C000364;M000432;202311;9038,49
C000524;M000368;202305;6372,56
C000871;M000337;202402;2069,89
C001046;M000490;202402;4845,17
C000417;M000147;202303;1562,65
C001347;M000442;202309;5387,48
C000930;M000324;202304;8130,93
C000536;M000210;202309;1608,24
C001125;M000123;202412;665,1
C000304;M000151;202407;1066,36
C000476;M000364;202305;5880,3
C001929;M000327;202307;1998,22
C001011;M000034;202408;3430,84
C001162;M000174;202310;9689,85
C000089;M000113;202304;9650,71
C001349;M000089;202403;1413,87
C001550;M000422;202411;5684,03
C000514;M000252;202307;4552,07
C001456;M000352;202306;6330,66
C001805;M000223;202411;510,78
C001104;M000047;202407;813,49
C001275;M000071;202403;6557,68
C000715;M000351;202407;8640,34
C000124;M000490;202310;3855,22
C000813;M000135;202303;2151,21
C001122;M000488;202307;9530,35
C000504;M000224;202401;2244,29
C000224;M000020;202401;6887,32
C001818;M000412;202410;1364,13
C000800;M000169;202312;2761,12
C000169;M000311;202304;2387,06
C001886;M000122;202402;3656,67
C000338;M000368;202411;6792,72
C000656;M000093;202411;1665,29
C000260;M000107;202406;9298,36
C000898;M000248;202411;5633,51
C000749;M000362;202305;3425,68
C000968;M000466;202406;8682,99
C000625;M000253;202311;5808,56
C001668;M000408;202404;1610,68
C001948;M000193;202309;7807,19
C001601;M000444;202309;6697,09
C001369;M000163;202305;6718,69
C001911;M000309;202404;3422,22
C001459;M000342;202403;7121,91
C000037;M000432;202304;3163,25
C001860;M000304;202401;3449,5
C000962;M000478;202404;2323,36
C001443;M000342;202411;6941,07
C001355;M000220;202305;2865,99
C001273;M000317;202404;7757,94
C000823;M000388;202302;3977,39
C001305;M000149;202308;9798,02
C000078;M000359;202308;7794,46
C001903;M000090;202304;583,34
C000387;M000197;202409;8705,31
C000615;M000044;202411;6707,3
C000821;M000082;202410;7636,84
C000890;M000345;202409;781,83
C000491;M000425;202409;2392,2
C001674;M000006;202309;8311,62
C001666;M000427;202411;359,82
C001531;M000350;202402;5763,86
C000687;M000027;202410;2456,04
C000464;M000456;202402;2722,41
C000037;M000148;202410;8203,02
C000090;M000483;202308;8321,73
C001710;M000086;202405;4302,82
C001805;M000444;202309;9997,63
C001985;M000132;202406;5851,34
C001638;M000390;202307;9007,8
C001217;M000308;202309;8772,83
C000795;M000178;202303;6181,06
C000486;M000269;202310;8639,44
C001680;M000201;202408;1488,55
C001333;M000424;202305;7386,85
C001738;M000103;202406;9657,69
C001437;M000298;202303;5282,24
C000347;M000234;202402;3064,98
C000194;M000053;202410;7846,8
C000580;M000478;202406;7761,79
C000618;M000416;202410;3309,15
C001068;M000180;202407;3738,41
C000130;M000164;202303;2125,12
C001692;M000418;202308;7409,22
C001846;M000032;202304;2505,6
C001289;M000111;202403;8138,05
C000194;M000361;202410;5708,08
C000761;M000246;202304;6089,86
C001840;M000020;202308;9485,09
C000209;M000272;202312;6043,16
C001963;M000041;202307;5946,25
C001192;M000054;202301;7603,18
C000086;M000151;202410;1743,36
C001532;M000028;202305;6507,8
C001590;M000381;202409;1093,86
C000173;M000328;202307;4827,68
C001905;M000260;202409;7828,34
C000335;M000330;202307;7762,21
C001835;M000120;202402;9655,67
C000313;M000421;202308;1968,24
C000224;M000257;202404;5924,73
C000227;M000159;202311;5553,69
C000786;M000491;202308;5390,2
C000688;M000155;202408;5215,44
C001333;M000092;202408;4676,07
C001701;M000076;202304;6703,3
C000249;M000324;202412;2701,44
C000290;M000010;202305;1890,43
C000346;M000052;202409;3263,02
C001905;M000036;202409;9716,31
C000710;M000232;202406;1300,24
C000126;M000076;202302;5681,84
C000790;M000016;202408;1824,55
C000035;M000321;202306;304,26
C001132;M000337;202312;1229,04
C000226;M000347;202309;1320,95
C000218;M000084;202402;9490,09
C000756;M000016;202303;2041,92
C000041;M000047;202301;1125,62
C000372;M000274;202302;996,35
C001598;M000242;202309;5571,5
C001173;M000479;202301;4980,97
C000695;M000116;202310;4721,04
C001615;M000142;202409;8441,58
C000299;M000259;202407;6025,53
C000460;M000422;202410;1169,84
C001799;M000354;202401;2249,36
C001516;M000152;202301;9526,96
C001617;M000052;202306;3139,47
C001187;M000404;202311;3375,52
C000866;M000481;202406;485,71
C000045;M000375;202402;8446,57
C001970;M000025;202306;8537,27
C001700;M000382;202306;1222,7
C001306;M000039;202402;4285,26
C000069;M000113;202303;2662,04
C000051;M000333;202403;8340,17
C000396;M000256;202310;4214,82
C000172;M000160;202304;9721,39
C000925;M000494;202310;8191,26
C001523;M000463;202312;3019,74
C000899;M000205;202307;708,33
C000225;M000497;202405;813,39
C001640;M000083;202304;5593,34
C001726;M000446;202410;4082,28
C000994;M000005;202308;3513,89
C001609;M000415;202302;2532,3
C001463;M000407;202303;7750,81
C000621;M000446;202407;7352,17
C001520;M000145;202310;8719,88
C001474;M000138;202408;8827,39
C001417;M000306;202303;8587,81
C000488;M000323;202406;1611,69
C001475;M000035;202312;8569,47
C001858;M000231;202302;8293,99
C001961;M000109;202309;8394,28
C000454;M000169;202409;6321,68
C001882;M000478;202401;5093,37
C000495;M000184;202406;5990,78
C000931;M000413;202306;518,81
C000342;M000304;202402;2064,96
C001022;M000208;202307;7602,44
C001928;M000482;202306;4253,06
C000830;M000310;202309;3352,9
C001011;M000377;202305;9274,65
C001536;M000036;202407;2611,3
C000280;M000271;202307;7431,64
C001546;M000479;202306;8495,94
C001795;M000486;202406;8854,57
C001822;M000121;202309;2057,77
C000281;M000337;202303;1270,23
C000237;M000212;202409;3969,53
C001327;M000298;202410;2527,91
C000372;M000473;202301;1676,96
C001637;M000284;202309;4025,99
C000087;M000020;202312;7561,26
C000054;M000406;202410;2731,09
C001014;M000328;202302;4671,68
C001074;M000260;202410;4703,4
C000685;M000066;202311;9839,31
C000348;M000108;202401;1557,64
C000858;M000359;202304;6452,64
C000082;M000011;202405;7624,96
C001007;M000426;202405;6982,23
C000293;M000458;202303;5859,51
C001553;M000243;202403;710,61
C001455;M000205;202405;3169,19
C001949;M000446;202411;9289,02
C000073;M000462;202311;2350,39
C000968;M000265;202410;6703,33
C001602;M000423;202312;2011,91
C001571;M000071;202308;8431,94
C001851;M000138;202301;4550,61
C001772;M000250;202312;601,21
C001148;M000064;202409;2153,75
C000552;M000387;202303;2219,82
C000984;M000212;202403;9850,0
C001162;M000410;202401;8858,26
C001632;M000164;202408;4597,44
C000741;M000208;202403;7928,71
C000806;M000168;202403;5137,1
C000314;M000363;202302;4358,53
C000226;M000221;202406;1799,24
C000485;M000035;202302;2594,68
C001438;M000153;202407;9278,16
C001729;M000293;202304;7199,58
C001233;M000077;202303;6511,88
C001477;M000331;202301;9637,52
C000787;M000312;202412;668,69
C001671;M000363;202301;2098,42
C001588;M000142;202410;1709,8
C000969;M000354;202311;4119,25
C001339;M000098;202308;8565,33
C000553;M000267;202310;2516,0
C001179;M000291;202307;7727,85
C000418;M000217;202406;453,04
C000809;M000283;202305;305,3
C000372;M000104;202303;3654,45
C000554;M000066;202403;9590,8
C000232;M000166;202410;7473,22
C001513;M000320;202410;5708,13
C000113;M000119;202309;6056,69
C000952;M000265;202311;1710,03
C000487;M000214;202406;3163,99
C001676;M000251;202404;5015,46
C000979;M000437;202401;8781,38
C001532;M000067;202412;4107,65
C000796;M000006;202312;6178,69
C000998;M000109;202408;5596,1
C001037;M000042;202309;1463,15
C000786;M000199;202309;4054,19
C001376;M000310;202311;6520,15
C000377;M000049;202406;4415,43
C001366;M000437;202305;8746,38
C000931;M000236;202307;7138,77
C000026;M000491;202310;2453,71
C001982;M000235;202402;8440,15
C001646;M000200;202410;1653,08
C000901;M000034;202402;543,18
C000146;M000096;202301;8793,77
C000013;M000068;202411;2257,41
C000261;M000005;202306;5482,99
C000501;M000049;202302;2839,58
C000977;M000045;202410;3609,45
C001337;M000282;202308;6219,24
C001919;M000305;202305;7775,67
C001187;M000382;202411;4682,6
C001149;M000332;202405;1751,46
C001891;M000251;202309;4387,47
C001793;M000268;202409;2163,0
C001701;M000450;202409;9589,59
C001730;M000392;202407;9864,59
C000328;M000477;202304;7278,17
C000783;M000159;202310;3630,9
C001793;M000273;202302;9800,99
C001994;M000123;202408;3277,95
C000536;M000009;202411;4342,3
C001928;M000283;202406;2732,65
C000638;M000358;202310;2627,19
C000645;M000156;202407;4646,57
C001967;M000272;202410;9745,4
C000375;M000180;202403;8480,19
C001022;M000021;202306;108,58
C001451;M000029;202309;9288,92
C000181;M000017;202411;3578,63
C000193;M000047;202412;4214,94
C000925;M000231;202304;1192,96
C000334;M000239;202309;4588,35
C001814;M000345;202402;1405,24
C001006;M000105;202310;4444,93
C001077;M000096;202310;2988,79
C000237;M000462;202405;3348,69
C001466;M000171;202401;3901,32
C000805;M000320;202405;1160,52
C000862;M000106;202305;8363,4
C000844;M000168;202410;2228,31
C000352;M000078;202309;9868,22
C001000;M000299;202403;5489,05
C000190;M000430;202301;7637,02
C001824;M000217;202409;5601,48
C000253;M000191;202312;1373,6
C001361;M000290;202306;7201,59
C000346;M000427;202412;8028,2
C000608;M000233;202309;3737,18
C001007;M000487;202305;1144,06
C000479;M000099;202305;4715,78
C000508;M000295;202306;9762,79
C000965;M000398;202307;9584,87
C000427;M000079;202408;704,35
C001273;M000495;202308;6910,39
C000306;M000460;202402;6593,63
C001581;M000321;202402;6042,27
C000134;M000230;202410;1311,61
C000498;M000317;202408;8861,29
C001459;M000346;202409;4789,42
C001365;M000219;202412;737,5
C001896;M000440;202309;2091,17
C001069;M000097;202410;1625,46
C001515;M000456;202401;4085,2
C000252;M000238;202306;4652,61
C000001;M000027;202408;6940,01
C000388;M000323;202410;2451,23
C000781;M000056;202301;9739,21
C000987;M000319;202403;2527,5
C000017;M000166;202306;8087,45
C000471;M000083;202303;3457,84
C001893;M000224;202304;571,5
C000219;M000212;202301;4348,0
C001085;M000106;202403;6070,26
C000268;M000342;202312;1384,66
C001058;M000169;202406;3138,87
C001733;M000309;202309;152,11
C001251;M000376;202303;4216,58
C001772;M000320;202306;7814,9
C001484;M000212;202412;3094,77
C000748;M000001;202304;4612,54
C001741;M000324;202307;7109,93
C000919;M000281;202405;7416,48
C000674;M000217;202307;7480,42
C001394;M000465;202309;530,47
C000799;M000227;202304;4076,28
C000685;M000010;202410;5213,17
C001822;M000371;202307;4216,98
C000628;M000207;202401;6163,93
C000788;M000111;202410;1569,28
C000284;M000041;202410;7415,35
C000163;M000132;202310;1905,93
C000119;M000240;202409;1096,82
C001253;M000485;202309;3503,78
C001105;M000415;202306;3463,05
C000125;M000372;202411;8282,15
C000881;M000331;202305;4422,76
C000952;M000161;202407;2971,23
C001041;M000307;202404;2016,22
C001004;M000302;202412;7237,5
C000061;M000393;202304;2979,45
C001903;M000070;202303;1975,13
C001715;M000474;202405;7872,75
C001463;M000248;202304;7759,96
C001786;M000149;202412;1348,67
C001724;M000381;202310;3587,25
C000901;M000267;202305;5312,5
C001289;M000311;202309;6682,34
C001885;M000052;202403;2588,1
C001950;M000387;202312;8915,55
C001211;M000142;202412;621,18
C000090;M000455;202310;6911,38
C000476;M000144;202312;8654,28
C001510;M000385;202306;3295,23
C000610;M000390;202311;6467,34
C001479;M000296;202310;2790,12
C000255;M000030;202410;1851,41
C000566;M000446;202304;1043,21
C000002;M000267;202411;5122,72
C000481;M000307;202407;2231,64
C001939;M000140;202405;4678,37
C001386;M000087;202310;6617,54
C000262;M000488;202405;5177,57
C001567;M000097;202309;9806,3
C001430;M000445;202409;8406,63
C001997;M000428;202403;5586,1
C001928;M000452;202303;8755,27
C000992;M000070;202310;6058,88
C001789;M000394;202306;3037,16
C001478;M000480;202411;5221,76
C001586;M000063;202401;246,49
C000560;M000296;202404;7578,35
C001903;M000382;202312;4207,11
C001200;M000453;202405;3854,37
C000057;M000040;202307;1856,26
C000981;M000270;202310;773,6
C000346;M000360;202412;8403,0
C000824;M000373;202402;7352,05
C000214;M000122;202307;974,41
C001189;M000403;202407;6525,62
C000567;M000298;202408;6230,2
C001909;M000421;202312;3262,05
C001096;M000255;202304;3896,35
C001014;M000459;202411;3940,92
C000137;M000450;202304;2587,72
C001845;M000033;202306;4982,46
C001093;M000261;202304;3974,91
C000676;M000240;202404;202,61
C000059;M000479;202303;5964,21
C001030;M000147;202403;1270,77
C001065;M000075;202407;2081,58
C000664;M000271;202408;4389,4
C000275;M000161;202411;2847,8
C001550;M000150;202312;1510,36
C000448;M000112;202405;5933,81
C000706;M000428;202402;7781,03
C001567;M000220;202407;6299,83
C001666;M000196;202408;8450,74
C001438;M000276;202310;2753,92
C001265;M000186;202310;8232,06
C001503;M000375;202402;1030,91
C001197;M000414;202308;2713,34
C000910;M000038;202404;4121,48
C000428;M000061;202303;196,55
C000795;M000062;202405;3376,73
C000455;M000450;202410;7543,64
C000378;M000351;202404;9501,45
C001734;M000029;202309;9619,56
C001109;M000380;202411;4571,73
C001002;M000335;202310;5320,64
C001225;M000294;202306;8002,1
C001279;M000010;202309;5292,31
C001881;M000459;202312;5710,39
C001178;M000220;202306;3718,93
C001865;M000320;202308;3654,66
C001228;M000327;202311;6572,68
C000089;M000451;202305;2852,86
C001051;M000091;202408;1211,59
C001572;M000078;202310;5468,01
C001621;M000284;202307;2732,7
C000998;M000326;202405;6434,9
C000282;M000308;202303;6388,97
C001159;M000010;202406;5982,03
C000239;M000223;202308;6315,05
C000954;M000141;202401;9854,74
C001450;M000232;202306;7647,9
C000087;M000384;202309;9846,59
C000522;M000003;202405;7082,23
C001616;M000464;202312;2262,8
C001928;M000453;202306;6063,23
C001226;M000468;202307;2212,67
C001147;M000332;202412;6230,64
C000409;M000158;202407;9890,53
C001447;M000129;202308;5115,62
C000917;M000421;202312;4544,76
C001700;M000336;202308;5400,5
C000982;M000382;202401;1590,37
C001515;M000131;202303;1396,38
C000514;M000175;202306;7141,93
C000141;M000190;202306;9860,89
C000772;M000273;202404;458,57
C000620;M000037;202405;1385,71
C001435;M000053;202302;2299,56
C000525;M000001;202401;1945,5
C000690;M000280;202401;2274,02
C000399;M000071;202403;6884,95
C001549;M000412;202411;3761,37
C000860;M000292;202410;2194,17
C001432;M000270;202403;9524,94
C001535;M000451;202308;5444,99
C001332;M000270;202311;9297,92
C000618;M000172;202407;628,69
C000641;M000316;202303;5442,58
C000766;M000071;202405;2123,73
C000734;M000499;202312;977,87
C001186;M000370;202412;6969,15
C000372;M000184;202403;5843,96
C001814;M000416;202401;8500,59
C001516;M000081;202406;2163,16
C000517;M000264;202403;5819,46
C000657;M000454;202401;8343,19
C001267;M000461;202305;3103,76
C001721;M000388;202405;9777,74
C000856;M000430;202401;7530,6
C001719;M000298;202411;8101,9
C001906;M000328;202412;3153,59
C001815;M000035;202405;8090,13
C001902;M000408;202306;904,84
C000110;M000185;202403;4791,74
C000531;M000109;202305;7200,19
C000645;M000187;202412;5326,86
C001937;M000411;202303;5859,72
C000763;M000104;202310;3865,24
C000438;M000446;202407;6148,47
C001543;M000379;202302;3722,09
C001717;M000156;202411;3534,76
C001313;M000400;202409;7109,44
C001568;M000023;202403;9904,17
C000245;M000353;202310;5025,76
C001311;M000439;202409;3919,91
C001697;M000258;202303;9621,47
C001864;M000387;202412;6802,43
C001686;M000496;202310;7281,6
C001113;M000142;202309;1796,25
C000039;M000459;202407;5019,1
C000874;M000471;202308;1466,7
C001436;M000197;202411;4673,84
C001528;M000428;202307;7378,88
C000069;M000073;202307;8611,76
C001236;M000074;202403;1240,19
C001664;M000139;202403;8259,66
C001899;M000332;202303;2039,63
C001838;M000381;202412;3749,62
C001860;M000495;202304;3152,98
C001578;M000332;202403;4643,71
C001473;M000064;202407;8481,87
C001808;M000038;202312;3588,09
C001124;M000489;202308;1788,45
C001642;M000370;202410;6730,29
C000705;M000167;202407;506,04
C000311;M000081;202305;7781,03
C001319;M000065;202311;794,11
C001572;M000242;202311;5148,23
