cliente;prodotto;giorno;quantity;amount
C000267;M000927;14/04/2023;48;1596.48
C000550;M000316;23/08/2023;45;20207.67
C000754;M000207;09/10/2024;1;77.67
C000230;M000533;25/03/2024;4;1026.16
C000469;M000399;17/11/2023;44;5874.52
C000300;M000804;12/03/2024;5;2342.3
C000949;M000426;09/01/2023;99;47820.92
C000952;M000234;08/10/2024;64;19360.24
C000154;M000260;13/07/2024;78;24757.98
C000518;M000114;11/09/2024;15;3678.59
C000756;M000450;10/02/2023;14;1104.41
C000785;M000254;10/06/2024;63;4576.58
C000685;M000539;11/06/2024;80;13651.46
C000093;M000913;11/03/2023;45;17553.84
C000452;M000506;20/12/2024;72;25025.86
C000875;M000569;14/05/2023;71;28551.65
C000009;M000962;01/07/2024;86;15208.64
C000009;M000976;04/10/2023;81;17280.21
C000535;M000653;14/06/2024;85;27966.78
C000062;M000161;16/07/2024;68;23885.85
C000445;M000804;09/06/2023;3;659.85
C000758;M000814;03/01/2023;27;13188.25
C000346;M000251;28/01/2023;34;2221.51
C000329;M000067;10/06/2024;46;18601.42
C000329;M000037;25/04/2024;31;12632.08
C000975;M000069;04/01/2024;97;31238.44
C000193;M000548;10/11/2023;55;26873.0
C000261;M000569;05/04/2024;15;1737.82
C000581;M000267;28/09/2023;34;14933.15
C000718;M000550;07/07/2024;73;7593.47
C000340;M000030;20/01/2024;12;4384.15
C000927;M000493;18/02/2023;100;36905.35
C000426;M000900;22/07/2024;22;10066.22
C000424;M000609;11/06/2024;73;31801.3
C000599;M000369;23/09/2024;13;5872.03
C000637;M000123;02/10/2024;70;34391.27
C000066;M000267;13/07/2024;26;10514.31
C000227;M000018;29/09/2024;100;41282.21
C000233;M000923;13/12/2024;16;7223.05
C000040;M000100;21/01/2024;34;12790.56
C000753;M000326;01/04/2023;79;31990.61
C000532;M000554;20/01/2023;84;6187.08
C000580;M000449;13/03/2024;50;8262.18
C000339;M000491;29/01/2024;68;32100.5
C000083;M000731;03/06/2024;38;15290.91
C000194;M000758;15/10/2023;1;202.74
C000721;M000070;04/08/2023;82;3230.72
C000236;M000998;14/12/2024;81;15600.97
C000196;M000500;10/12/2023;82;23804.36
C000227;M000324;16/10/2024;72;6271.15
C000849;M000652;10/11/2024;59;19028.87
C000977;M000423;30/08/2023;5;1121.34
C000016;M000477;24/03/2024;35;11305.62
C000054;M000801;27/06/2024;48;7659.73
C000038;M000584;11/11/2024;16;1864.49
C000838;M000457;08/10/2023;6;2635.75
C000459;M000482;09/04/2024;45;19767.89
C000016;M000728;19/05/2023;92;14362.54
C000108;M000450;30/04/2023;45;13810.65
C000858;M000456;06/05/2024;54;23165.1
C000556;M000844;16/02/2024;70;26545.36
C000628;M000013;26/08/2024;44;3624.08
C000041;M000826;04/04/2023;75;11000.65
C000022;M000700;11/05/2023;68;30866.84
C000143;M000608;11/11/2024;56;18059.81
C000151;M000872;09/09/2024;19;6826.64
C000571;M000489;08/10/2024;35;10201.8
C000090;M000328;19/11/2024;17;6023.02
C000588;M000076;14/09/2023;48;6262.68
C000250;M000565;24/11/2024;97;45089.66
C000985;M000250;23/02/2023;37;14745.92
C000741;M000138;16/01/2024;69;19760.87
C000223;M000997;12/11/2024;93;8390.37
C000568;M000309;28/02/2023;11;2542.99
C000440;M000581;14/06/2023;16;4515.38
C000696;M000587;08/01/2023;16;7158.31
C000758;M000011;24/12/2023;71;20065.12
C000082;M000727;04/05/2023;39;19024.34
C000352;M000295;08/05/2024;93;20972.5
C000934;M000501;26/08/2023;45;6861.5
C000224;M000965;06/10/2024;37;9414.51
C000913;M000144;06/08/2023;66;11931.79
C000072;M000384;09/06/2023;25;1020.75
C000336;M000108;08/06/2023;46;13510.74
C000683;M000367;16/05/2024;89;44165.23
C000111;M000687;06/05/2023;3;1074.57
C000371;M000074;15/05/2023;99;12040.38
C000734;M000654;25/01/2023;9;2422.7
C000538;M000560;11/05/2024;94;33132.12
C000280;M000005;30/04/2023;81;26646.08
C000607;M000520;03/07/2023;80;28470.64
C000466;M000127;01/02/2024;82;38017.25
C000378;M000997;19/08/2024;57;6590.38
C000584;M000401;16/12/2024;92;8048.22
C000071;M000668;05/06/2024;99;25044.42
C000430;M000122;02/01/2024;3;288.42
C000705;M000242;06/10/2024;17;3601.9
C000470;M000991;12/05/2023;55;11555.58
C000011;M000693;12/11/2023;1;264.57
C000468;M000984;06/02/2024;97;34534.97
C000721;M000625;27/01/2024;57;13854.81
C000762;M000641;28/07/2024;38;7177.85
C000499;M000404;13/04/2024;69;22747.13
C000865;M000477;20/05/2024;95;38402.07
C000798;M000731;01/01/2023;66;6938.21
C000429;M000729;14/09/2023;85;13810.45
C000129;M000393;12/12/2023;64;5180.15
C000147;M000880;02/02/2024;94;43886.62
C000649;M000529;11/06/2024;77;7218.71
C000757;M000461;22/02/2023;83;24247.5
C000779;M000283;20/03/2023;11;2541.23
C000725;M000876;25/06/2023;56;5664.34
C000081;M000976;22/10/2024;39;2408.49
C000139;M000139;17/01/2024;40;9723.98
C000929;M000797;17/04/2024;1;82.17
C000928;M000685;05/10/2023;13;3036.07
C000979;M000198;28/07/2024;52;24960.56
C000994;M000129;23/05/2023;4;111.39
C000556;M000215;13/07/2023;40;9454.48
C000793;M000303;27/11/2023;13;1996.92
C000501;M000133;09/12/2024;79;24574.55
C000078;M000630;11/08/2024;18;7953.62
C000427;M000690;17/10/2023;89;33979.59
C000316;M000235;21/04/2024;13;1893.63
C000732;M000962;03/10/2023;13;1523.12
C000184;M000225;24/05/2024;66;6355.83
C000808;M000106;29/07/2023;63;1596.67
C000916;M000736;08/12/2023;45;9458.52
C000904;M000119;08/07/2023;18;4435.42
C000895;M000662;11/07/2024;30;520.46
C000438;M000683;13/10/2024;42;20786.37
C000916;M000912;30/04/2023;84;8950.65
C000748;M000303;10/06/2024;97;31077.61
C000191;M000370;19/02/2024;9;79.4
C000223;M000574;10/11/2024;70;28229.93
C000198;M000230;23/12/2024;13;3095.4
C000449;M000048;10/09/2023;81;30767.23
C000939;M000297;29/09/2023;50;19162.18
C000359;M000218;05/06/2023;21;4491.12
C000974;M000527;20/07/2023;6;1086.29
C000668;M000037;30/08/2024;54;9900.38
C000443;M000038;07/05/2024;76;26243.12
C000236;M000275;10/06/2023;83;18290.1
C000999;M000256;12/03/2023;9;3187.39
C000042;M000176;21/05/2023;44;10596.3
C000044;M000893;04/02/2023;68;3202.91
C000097;M000208;15/01/2023;56;3235.42
C000403;M000605;25/05/2023;17;5281.38
C000484;M000130;08/06/2024;56;2353.03
C000311;M000318;30/06/2024;16;7863.73
C000406;M000045;19/01/2024;10;4496.39
C000991;M000811;03/09/2024;76;27744.14
C000593;M000405;27/11/2024;59;839.88
C000281;M000105;13/02/2024;74;11256.47
C000699;M000320;09/05/2023;31;6634.25
C000449;M000885;24/06/2024;91;24370.48
C000472;M000564;23/02/2024;6;2886.78
C000616;M000136;22/12/2023;92;26028.81
C000598;M000167;23/06/2023;70;19191.0
C000528;M000693;13/07/2023;100;27369.43
C000908;M000900;14/11/2024;85;9532.68
C000349;M000815;13/04/2024;40;5319.32
C000540;M000360;11/05/2023;23;9761.58
C000701;M000306;01/03/2023;18;8416.85
C000224;M000916;12/01/2023;91;11678.72
C000765;M000562;08/07/2023;88;15875.86
C000478;M000582;20/01/2023;66;11526.31
C000876;M000759;07/11/2023;1;141.29
C000380;M000038;26/08/2024;42;915.71
C000002;M000035;18/10/2023;43;1833.38
C000140;M000708;28/08/2024;7;546.36
C000098;M000026;09/02/2023;65;15444.52
C000767;M000441;23/08/2024;61;16562.49
C000168;M000049;08/11/2024;91;45396.33
C000237;M000007;26/06/2023;87;20313.27
C000847;M000589;08/05/2024;89;12346.15
C000320;M000229;10/12/2023;99;5685.81
C000123;M000299;15/10/2023;36;4607.68
C000846;M000358;02/11/2023;50;1538.92
C000897;M000578;20/01/2024;64;31755.52
C000012;M000796;06/08/2023;24;2208.1
C000019;M000104;19/01/2024;2;127.49
C000392;M000236;23/07/2024;60;1035.45
C000473;M000050;09/05/2024;35;9340.01
C000094;M000528;02/04/2024;89;31679.24
C000615;M000346;04/05/2023;79;12121.74
C000177;M000218;12/09/2023;11;3573.39
C000091;M000215;27/12/2023;24;1836.01
C000480;M000784;11/03/2023;7;2257.65
C000681;M000696;07/04/2023;81;627.43
C000780;M000345;01/11/2023;8;728.63
C000737;M000327;19/08/2023;8;402.66
C000095;M000545;23/12/2024;5;1280.52
C000155;M000559;03/12/2024;79;14739.12
C000743;M000080;09/11/2024;64;22996.69
C000531;M000177;03/12/2023;82;14314.88
C000035;M000336;26/04/2023;19;7759.01
C000136;M000714;05/09/2024;94;46057.5
C000467;M000302;05/10/2024;20;3208.14
C000116;M000648;25/07/2023;41;14233.21
C000617;M000880;30/05/2023;72;29459.0
C000888;M000016;15/03/2023;43;9360.94
C000684;M000281;16/03/2023;27;4360.49
C000743;M000332;04/10/2023;98;28716.49
C000732;M000760;06/10/2023;10;2102.05
C000561;M000769;19/05/2023;31;14447.09
C000427;M000063;20/10/2024;78;7749.67
C000335;M000085;27/12/2024;87;4363.93
C000020;M000755;30/08/2023;54;20701.61
C000149;M000239;09/02/2023;32;10617.58
C000864;M000424;15/03/2023;63;23730.43
C000779;M000502;06/05/2024;22;6181.2
C000495;M000170;30/01/2024;87;24258.92
C000801;M000869;05/02/2024;27;850.77
C000387;M000435;23/12/2024;100;8125.66
C000390;M000772;23/12/2024;81;5918.06
C000177;M000697;10/06/2024;43;4560.65
C000704;M000462;25/01/2024;9;2168.23
C000503;M000663;27/04/2024;31;7287.25
C000536;M000735;24/10/2023;48;16681.89
C000796;M000568;29/09/2023;20;5173.62
C000665;M000168;15/02/2024;2;877.29
C000439;M000564;25/04/2023;83;13264.54
C000415;M000032;05/02/2024;81;30959.17
C000979;M000940;03/09/2024;97;28465.08
C000473;M000143;09/12/2024;73;29880.31
C000896;M000662;18/07/2024;34;15207.99
C000340;M000310;04/06/2023;78;20291.32
C000323;M000324;03/03/2024;7;2313.23
C000049;M000054;06/08/2023;24;6600.52
C000373;M000308;09/02/2023;31;6225.08
C000507;M000518;14/02/2024;16;4487.98
C000904;M000164;15/10/2023;74;15985.55
C000029;M000003;28/03/2024;35;13520.46
C000883;M000622;15/11/2024;49;7099.09
C000079;M000486;29/03/2023;94;33984.09
C000537;M000240;22/08/2023;74;1246.15
C000946;M000255;12/07/2024;8;1956.71
C000543;M000084;11/01/2024;93;46194.2
C000086;M000614;11/11/2023;57;10499.44
C000826;M000654;08/01/2024;93;26219.59
C000494;M000263;26/10/2023;70;12377.21
C000363;M000892;15/01/2023;53;17285.68
C000635;M000783;05/06/2023;44;20834.61
C000180;M000280;07/12/2023;39;4526.48
C000905;M000905;11/04/2023;15;6429.59
C000189;M000807;08/03/2024;53;15275.79
C000062;M000318;06/06/2023;4;1796.68
C000711;M000004;10/04/2024;45;15532.98
C000044;M000309;13/08/2023;11;5129.28
C000235;M000350;07/08/2024;93;6547.75
C000369;M000643;16/07/2024;69;4969.84
C000338;M000174;13/03/2024;50;19936.85
C000538;M000986;10/08/2024;45;3689.39
C000841;M000633;23/03/2023;92;22451.52
C000913;M000256;22/06/2023;79;1191.38
C000906;M000401;15/12/2024;70;21400.7
C000950;M000514;30/07/2023;25;9295.64
C000829;M000460;28/12/2024;37;7257.22
C000285;M000801;30/08/2023;84;32231.87
C000936;M000431;08/05/2024;33;12001.91
C000478;M000957;29/08/2023;11;479.06
C000154;M000914;22/04/2024;10;1633.65
C000252;M000374;12/05/2024;42;8218.94
C000866;M000797;05/10/2023;74;24062.88
C000509;M000720;30/12/2023;41;12258.47
C000086;M000842;20/02/2024;15;6011.62
C000726;M000495;07/12/2024;13;5968.06
C000207;M000731;02/09/2023;53;2352.45
C000816;M000251;31/01/2023;89;6902.73
C000481;M000055;24/03/2024;35;9166.4
C000794;M000485;26/08/2023;83;5169.74
C000990;M000613;19/01/2023;38;5129.98
C000502;M000439;31/07/2024;83;40046.57
C000659;M000746;03/02/2023;7;2743.81
C000762;M000353;24/06/2023;64;7201.58
C000306;M000122;11/12/2024;57;23506.03
C000599;M000898;29/12/2024;21;3548.2
C000242;M000755;20/01/2024;78;15378.05
C000899;M000549;02/04/2023;2;988.86
C000774;M000210;25/10/2024;7;654.29
C000849;M000682;19/03/2023;95;6547.35
C000794;M000960;25/05/2023;97;7189.65
C000822;M000455;05/04/2024;61;2684.92
C000286;M000352;15/08/2023;34;12305.08
C000530;M000630;02/05/2023;54;2546.51
C000117;M000289;27/04/2024;19;4547.92
C000496;M000607;13/11/2024;92;31323.01
C000387;M000547;30/01/2024;42;3958.4
C000654;M000798;16/02/2023;51;4555.71
C000828;M000993;06/09/2023;16;2015.51
C000513;M000359;21/05/2024;28;13796.27
C000564;M000257;25/12/2023;65;4167.88
C000571;M000553;15/09/2024;49;24389.6
C000270;M000512;19/02/2024;9;1197.95
C000363;M000268;18/09/2023;97;30460.79
C000851;M000049;21/08/2023;49;8410.53
C000850;M000832;19/03/2023;23;3443.16
C000292;M000139;03/05/2023;5;233.58
C000735;M000085;16/09/2024;30;8327.9
C000296;M000510;06/01/2024;54;23919.75
C000546;M000018;19/03/2024;20;534.99
C000743;M000465;03/08/2024;18;4249.13
C000331;M000216;09/11/2024;70;30314.22
C000355;M000835;10/06/2023;79;14421.02
C000408;M000572;30/12/2023;51;2118.54
C000168;M000362;26/02/2023;35;453.63
C000367;M000021;06/02/2024;30;13188.27
C000383;M000355;17/09/2024;38;10341.08
C000204;M000468;27/10/2023;5;1127.84
C000977;M000374;10/12/2023;38;6618.78
C000802;M000487;18/11/2023;41;3009.2
C000769;M000126;16/05/2023;18;978.42
C000534;M000849;01/05/2024;85;14188.61
C000371;M000183;17/05/2023;14;6062.75
C000798;M000667;10/09/2024;83;2391.49
C000035;M000305;29/08/2023;52;2626.51
C000793;M000460;28/11/2024;28;8011.23
C000392;M000954;23/12/2023;6;662.73
C000613;M000592;24/08/2024;93;19543.1
C000994;M000154;31/03/2024;94;32854.63
C000437;M000873;11/02/2024;1;93.71
C000894;M000265;26/01/2023;80;16686.21
C000949;M000294;10/06/2023;97;19520.54
C000219;M000247;23/07/2023;20;3922.95
C000254;M000875;26/10/2024;80;4851.87
C000319;M000775;09/04/2024;80;16943.75
C000463;M000018;02/02/2023;34;12400.86
C000606;M000841;25/01/2023;9;2336.19
C000956;M000238;28/01/2023;37;6031.95
C000195;M000923;22/11/2024;21;4633.4
C000771;M000658;26/04/2023;63;30011.56
C000213;M000643;15/05/2024;1;274.28
C000874;M000958;07/04/2023;15;5916.87
C000937;M000619;06/08/2023;100;22922.6
C000570;M000305;10/04/2023;1;486.73
C000808;M000377;23/10/2024;27;9896.43
C000245;M000360;14/01/2024;46;12728.06
C000856;M000888;30/10/2024;71;9598.16
C000172;M000198;15/01/2024;77;21585.12
C000597;M000167;24/04/2024;40;18004.35
C000233;M000664;20/10/2023;50;16277.3
C000225;M000491;17/02/2024;43;6613.24
C000618;M000353;08/07/2023;51;11357.89
C000595;M000691;11/05/2024;46;1824.73
C000330;M000748;07/03/2023;21;3543.54
C000888;M000192;09/02/2023;31;8032.09
C000835;M000378;09/01/2024;83;23521.45
C000256;M000509;10/10/2023;54;4503.55
C000395;M000883;01/05/2023;96;36319.91
C000634;M000899;12/03/2023;36;13002.43
C000338;M000794;23/01/2023;86;33762.33
C000168;M000156;03/09/2023;50;7200.37
C000927;M000071;07/02/2024;65;12900.62
C000438;M000194;08/03/2023;45;10122.77
C000155;M000280;10/09/2023;93;41414.77
C000037;M000150;19/03/2023;13;2315.39
C000249;M000379;07/12/2023;35;8249.25
C000741;M000528;07/10/2023;55;6685.38
C000859;M000164;13/12/2024;17;2312.42
C000820;M000752;11/12/2023;76;37458.53
C000001;M000036;02/06/2023;25;9320.82
C000218;M000936;25/10/2023;60;7354.71
C000415;M000920;17/01/2023;75;19496.0
C000471;M000178;19/05/2024;84;5601.54
C000390;M000493;26/11/2023;58;24972.95
C000340;M000021;20/12/2023;19;8267.67
C000583;M000778;19/03/2023;91;38253.88
C000956;M000598;25/11/2023;8;3984.23
C000448;M000069;02/05/2024;41;4079.35
C000803;M000505;04/12/2023;94;22745.41
C000564;M000557;10/07/2023;56;8052.46
C000312;M000285;29/10/2023;55;20357.7
C000346;M000275;23/01/2024;98;37309.29
C000757;M000084;22/09/2023;49;9479.45
C000785;M000030;15/02/2024;31;2171.76
C000582;M000762;07/01/2023;16;3926.56
C000268;M000414;17/08/2023;33;5759.01
C000708;M000130;03/11/2023;67;10770.75
C000055;M000371;11/10/2023;68;19276.22
C000357;M000643;27/02/2023;81;15208.01
C000797;M000898;30/10/2024;66;27511.84
C000219;M000840;02/07/2023;96;39404.95
C000705;M000334;15/09/2023;1;462.69
C000023;M000184;23/05/2023;11;1511.03
C000151;M000312;06/11/2024;92;40818.84
C000253;M000359;29/10/2024;3;576.63
C000081;M000419;07/12/2023;18;5982.34
C000051;M000592;21/05/2023;89;44477.1
C000018;M000753;04/02/2024;35;16506.37
C000551;M000495;05/05/2024;20;9822.83
C000739;M000562;11/09/2023;50;7389.26
C000280;M000219;03/03/2023;81;5256.95
C000603;M000234;14/08/2023;77;31950.33
C000564;M000657;13/11/2023;11;3482.93
C000955;M000339;02/10/2024;49;19694.33
C000375;M000191;03/12/2024;47;22128.39
C000272;M000494;10/04/2024;100;7480.98
C000109;M000550;27/12/2023;32;5625.55
C000483;M000304;22/11/2023;84;35015.72
C000498;M000973;01/02/2023;54;26539.07
C000780;M000822;06/07/2024;91;16155.47
C000314;M000328;06/01/2023;80;12810.61
C000732;M000374;16/10/2024;85;23430.27
C000408;M000783;04/06/2023;31;15432.21
C000109;M000346;12/03/2023;78;1320.53
C000525;M000041;27/11/2023;38;7805.32
C000191;M000194;29/03/2024;9;2974.17
C000289;M000604;03/08/2024;68;14249.94
C000287;M000797;21/04/2024;71;32390.48
C000335;M000718;28/08/2023;59;9434.49
C000729;M000410;07/08/2023;84;22804.02
C000200;M000608;18/11/2024;6;2810.22
C000310;M000852;07/12/2023;63;10078.27
C000927;M000330;20/06/2023;55;24217.79
C000256;M000764;16/03/2023;16;1720.79
C000301;M000405;25/03/2024;85;38889.11
C000536;M000260;07/01/2024;96;43833.95
C000826;M000245;11/02/2024;2;353.5
C000929;M000375;11/02/2024;95;38635.34
C000142;M000967;19/01/2024;79;12610.89
C000656;M000972;11/11/2024;39;12636.04
C000021;M000931;06/01/2024;43;12170.18
C000724;M000935;23/12/2023;36;16495.19
C000714;M000165;26/03/2024;70;24005.86
C000166;M000568;17/06/2024;52;2721.2
C000074;M000008;13/06/2023;37;659.0
C000563;M000810;22/05/2023;62;7402.48
C000531;M000654;04/06/2024;48;15788.09
C000870;M000927;11/01/2024;33;2284.21
C000772;M000545;13/08/2023;58;16065.15
C000902;M000637;14/11/2024;34;4143.89
C000244;M000061;25/09/2024;58;27692.18
C000511;M000709;28/03/2024;35;14477.31
C000694;M000798;16/04/2024;39;11937.16
C000245;M000622;04/11/2024;10;2046.46
C000925;M000908;08/11/2023;56;20990.63
C000179;M000672;22/10/2023;6;2494.83
C000145;M000970;15/12/2024;61;20404.17
C000165;M000972;03/04/2024;9;1824.57
C000072;M000094;14/11/2023;43;6046.15
C000922;M000932;01/11/2023;84;14340.68
C000245;M000924;11/08/2024;81;17992.69
C000286;M000625;26/11/2023;87;12525.9
C000286;M000626;18/12/2024;86;29165.82
C000509;M000090;24/09/2024;82;28160.27
C000166;M000608;16/11/2024;70;26941.09
C000584;M000251;21/09/2024;12;898.99
C000923;M000847;12/10/2023;5;2213.56
C000830;M000765;15/01/2023;20;3295.03
C000382;M000701;16/10/2024;9;935.72
C000228;M000857;26/06/2024;93;1572.92
C000426;M000543;04/06/2024;12;3240.37
C000536;M000522;26/03/2023;10;729.19
C000391;M000142;22/04/2024;20;7718.62
C000301;M000009;02/06/2023;52;13022.54
C000644;M000965;27/03/2023;14;1908.02
C000583;M000826;27/07/2024;18;5932.17
C000355;M000425;09/03/2024;18;2667.36
C000316;M000378;12/08/2023;64;31914.26
C000665;M000715;04/06/2023;74;32394.47
C000473;M000727;23/09/2023;68;31328.74
C000523;M000987;06/04/2023;91;3869.25
C000638;M000823;05/11/2023;64;15219.77
C000593;M000097;10/03/2023;68;6691.99
C000505;M000618;25/07/2023;4;1186.63
C000796;M000934;27/01/2024;98;33773.02
C000967;M000016;14/08/2023;76;16897.14
C000492;M000688;18/02/2023;72;21290.26
C000138;M000534;10/09/2023;8;1114.4
C000597;M000276;29/01/2024;12;371.68
C000674;M000034;26/05/2024;22;2589.93
C000183;M000546;29/08/2023;51;9558.91
C000699;M000823;16/04/2023;36;674.81
C000863;M000142;30/07/2023;69;27466.94
C000390;M000028;27/10/2023;65;25764.51
C000916;M000318;05/10/2023;80;21603.34
C000665;M000382;31/08/2023;73;33600.24
C000046;M000560;15/01/2023;89;31289.93
C000966;M000709;14/03/2024;45;11384.4
C000028;M000901;29/09/2023;61;10939.92
C000619;M000281;19/04/2023;81;37750.22
C000850;M000677;16/12/2024;77;15152.3
C000569;M000328;10/03/2024;86;13056.13
C000112;M000144;17/03/2023;30;1567.48
C000255;M000715;16/01/2023;10;4287.04
C000116;M000821;02/02/2023;81;7179.06
C000744;M000512;17/05/2023;3;1205.53
C000753;M000448;04/02/2023;66;23167.51
C000015;M000428;08/12/2024;10;4098.96
C000717;M000136;05/07/2024;13;1037.74
C000138;M000133;07/06/2023;22;6887.08
C000858;M000977;19/01/2024;100;6947.69
C000806;M000054;04/11/2024;85;41789.02
C000433;M000565;06/07/2023;92;4293.12
C000015;M000209;08/09/2024;76;27233.46
C000482;M000631;09/06/2024;48;14699.34
C000734;M000279;02/04/2024;53;25704.08
C000101;M000458;07/02/2024;41;18920.86
C000345;M000964;02/06/2024;52;21077.24
C000757;M000010;21/06/2024;60;2956.97
C000100;M000352;18/07/2023;62;24455.59
C000772;M000539;18/05/2023;34;2692.13
C000489;M000522;01/01/2024;26;6963.02
C000087;M000445;02/09/2024;47;21871.34
C000372;M000068;24/09/2024;11;1080.59
C000688;M000550;09/06/2024;43;9583.11
C000941;M000199;05/12/2024;66;14196.21
C000615;M000438;05/08/2024;41;5533.73
C000268;M000658;23/09/2023;40;11718.75
C000785;M000535;26/02/2024;39;17464.53
C000733;M000432;20/03/2023;13;3950.35
C000060;M000497;18/07/2023;32;14510.2
C000684;M000078;23/02/2023;37;2251.57
C000010;M000557;28/11/2024;42;3399.48
C000011;M000940;19/08/2024;30;11850.08
C000218;M000779;14/01/2023;89;38283.87
C000495;M000340;02/07/2024;24;539.54
C000105;M000686;06/02/2023;35;16130.46
C000198;M000428;22/09/2024;15;802.04
C000623;M000759;28/09/2024;13;6452.51
C000173;M000217;06/09/2024;67;26749.72
C000147;M000509;04/02/2024;25;9690.76
C000651;M000921;07/12/2023;48;2538.38
C000118;M000874;23/08/2024;22;10003.6
C000827;M000390;02/05/2024;52;20062.58
C000950;M000893;30/09/2023;70;25460.6
C000232;M000586;14/02/2023;28;4827.05
C000897;M000173;27/04/2023;93;16155.1
C000546;M000333;08/09/2023;59;11113.35
C000971;M000381;23/03/2024;76;26945.67
C000975;M000326;21/12/2024;60;5803.75
C000272;M000782;10/12/2023;12;5593.53
C000249;M000435;29/03/2023;86;22106.64
C000092;M000301;02/05/2024;57;16137.36
C000435;M000796;12/07/2023;52;21071.86
C000015;M000559;03/10/2023;18;3703.7
C000630;M000462;28/07/2023;66;8264.82
C000385;M000540;07/11/2023;34;16260.37
C000465;M000733;24/09/2023;61;11833.68
C000900;M000121;07/01/2024;21;1861.35
