cliente;anno_mese;percentuale
C000924;202405;0,19
C000263;202305;0,15
C000168;202303;0,09
C001705;202402;0,13
C001512;202305;0,19
C000687;202310;0,08
C000305;202303;0,09
C000675;202312;0,16
C000087;202307;0,17
C000573;202306;0,14
C000283;202308;0,17
C000097;202302;0,15
C001967;202310;0,14
C000013;202304;0,11
C000665;202402;0,14
C001809;202401;0,1
C001193;202308;0,09
C000288;202407;0,09
C000938;202305;0,05
C000811;202406;0,06
C001472;202309;0,19
C000898;202311;0,11
C000326;202402;0,06
C000299;202401;0,04
C001364;202309;0,03
C000572;202404;0,17
C000501;202309;0,04
C000707;202403;0,16
C001347;202412;0,17
C001571;202308;0,18
C000597;202305;0,03
C000054;202402;0,08
C000907;202311;0,16
C001211;202402;0,04
C000276;202410;0,09
C000676;202405;0,05
C001275;202310;0,17
C001415;202307;0,16
C001136;202402;0,17
C000834;202310;0,05
C000367;202306;0,1
C000893;202306;0,09
C000515;202408;0,14
C000807;202306;0,06
C001777;202408;0,1
C000336;202308;0,07
C001729;202307;0,15
C001306;202309;0,1
C001017;202311;0,12
C000886;202305;0,08
C000436;202312;0,17
C000372;202309;0,1
C000942;202305;0,17
C001603;202306;0,09
C000820;202311;0,19
C001175;202307;0,2
C001114;202403;0,1
C000796;202405;0,07
C000734;202405;0,09
C001385;202406;0,11
C001340;202409;0,19
C000829;202404;0,17
C000828;202402;0,16
C001827;202308;0,04
C001695;202310;0,07
C000487;202412;0,14
C000810;202401;0,18
C001696;202411;0,12
C001527;202409;0,04
C000838;202306;0,17
C000261;202405;0,17
C001558;202304;0,07
C001686;202301;0,16
C001429;202410;0,07
C001784;202411;0,18
C000556;202412;0,05
C000360;202302;0,1
C001863;202309;0,19
C001717;202303;0,06
C000461;202406;0,1
C001647;202306;0,08
C001851;202401;0,02
C001218;202406;0,03
C000737;202307;0,11
C000677;202303;0,06
C000014;202407;0,2
C001405;202409;0,09
C001386;202306;0,03
C001720;202410;0,19
C001258;202312;0,17
C001236;202402;0,14
C001319;202402;0,16
C001425;202309;0,04
C001911;202403;0,07
C001430;202307;0,17
C001254;202301;0,15
C000128;202404;0,04
C000853;202310;0,15
C000464;202308;0,1
C000859;202404;0,02
C000227;202306;0,03
C000409;202411;0,07
C000609;202403;0,17
C001668;202403;0,12
C000425;202310;0,15
C001492;202311;0,11
C001730;202402;0,04
C001079;202401;0,07
C001148;202406;0,07
C001739;202404;0,03
C001573;202305;0,1
C000591;202404;0,16
C001756;202301;0,1
C001892;202312;0,04
C000881;202307;0,18
C001267;202301;0,13
C000497;202402;0,02
C001057;202303;0,11
C000085;202404;0,06
C001956;202412;0,05
C001270;202406;0,1
C001072;202303;0,13
C001195;202411;0,06
C000379;202311;0,09
C000500;202405;0,14
C001717;202311;0,04
C000386;202406;0,2
C001796;202303;0,03
C000292;202412;0,11
C001525;202411;0,11
C001510;202411;0,2
C001786;202408;0,12
C001596;202406;0,09
C000841;202306;0,1
C000978;202301;0,13
C000198;202403;0,2
C000070;202305;0,07
C001226;202310;0,02
C000650;202409;0,16
C001353;202408;0,08
C000417;202402;0,15
C001093;202401;0,13
C001579;202309;0,16
C001128;202407;0,15
C001516;202304;0,08
C000212;202302;0,03
C000118;202306;0,12
C001741;202305;0,17
C001897;202405;0,05
C001384;202308;0,16
C001382;202309;0,1
C001200;202307;0,15
C000320;202302;0,13
C001274;202306;0,17
C000344;202407;0,03
C001971;202411;0,16
C000045;202311;0,1
C000048;202406;0,07
C001043;202312;0,03
C001834;202312;0,06
C001926;202405;0,03
C001956;202312;0,19
C000323;202304;0,11
C001850;202310;0,2
C000264;202306;0,12
C001027;202408;0,07
C001159;202408;0,16
C000065;202406;0,05
C001337;202402;0,08
C000292;202312;0,16
C001073;202307;0,18
C000931;202307;0,08
C000961;202409;0,04
C000368;202407;0,09
C001945;202301;0,18
C001499;202411;0,15
C000001;202401;0,18
C000996;202411;0,09
C000902;202312;0,2
C000370;202406;0,11
C000039;202405;0,11
C001046;202410;0,19
C001696;202404;0,11
C000104;202407;0,16
C000582;202408;0,15
C000840;202311;0,03
C000162;202307;0,13
C001463;202407;0,17
C000636;202308;0,12
C000836;202412;0,08
C000642;202412;0,03
C000557;202405;0,14
C001875;202409;0,08
C001303;202401;0,13
C001127;202306;0,1
C001801;202412;0,14
C000545;202311;0,08
C001745;202403;0,03
C000640;202410;0,18
C000955;202408;0,08
C000343;202404;0,2
C001752;202409;0,07
C001061;202407;0,2
C001793;202309;0,19
C001464;202409;0,03
C000433;202305;0,13
C000523;202309;0,09
C000795;202303;0,16
C000078;202305;0,14
C000985;202401;0,19
C001099;202411;0,05
C000128;202402;0,13
C001718;202408;0,16
C001448;202407;0,03
C000859;202402;0,03
C000365;202312;0,16
C000897;202408;0,09
C001278;202312;0,09
C000141;202312;0,12
C001163;202402;0,13
C000455;202306;0,14
C001460;202310;0,19
C000289;202410;0,09
C000505;202308;0,16
C000822;202406;0,12
C001316;202311;0,12
C001418;202405;0,09
C000013;202303;0,14
C000591;202402;0,06
C000038;202306;0,04
C001728;202302;0,15
C001613;202406;0,11
C000126;202304;0,09
C000357;202406;0,12
C000981;202409;0,07
C001862;202404;0,07
C001833;202404;0,1
C001225;202310;0,2
C001896;202404;0,07
C000642;202312;0,18
C000966;202410;0,11
C001498;202402;0,04
C001801;202312;0,17
C000630;202309;0,1
C000480;202303;0,18
C000508;202403;0,1
C000041;202402;0,04
C001586;202407;0,14
C001195;202404;0,17
C000445;202411;0,08
C001947;202307;0,08
C000415;202412;0,03
C001376;202304;0,12
C000988;202304;0,18
C000921;202409;0,17
C001525;202404;0,15
C000743;202311;0,19
C001624;202306;0,13
C001976;202309;0,16
C000137;202405;0,11
C001036;202304;0,04
C000795;202311;0,06
C001679;202401;0,04
C001878;202303;0,16
C000826;202410;0,02
C000509;202311;0,12
C000740;202402;0,09
C000864;202308;0,16
C001144;202301;0,12
C000349;202411;0,13
C000938;202406;0,04
C000255;202412;0,08
C001415;202405;0,2
C000325;202306;0,15
C000910;202402;0,11
C000170;202310;0,16
C001558;202303;0,17
C000123;202311;0,03
C001187;202407;0,2
C000711;202405;0,14
C001940;202405;0,1
C000321;202410;0,14
C000597;202406;0,08
C000924;202306;0,18
C000780;202408;0,16
C000697;202307;0,14
C000842;202403;0,05
C000415;202312;0,19
C001720;202307;0,1
C001451;202308;0,18
C000977;202411;0,03
C000021;202404;0,04
C001175;202405;0,05
C001563;202309;0,05
C001321;202305;0,08
C001509;202410;0,15
C000996;202404;0,08
C000886;202406;0,19
C001141;202310;0,18
C001696;202402;0,17
C001428;202312;0,07
C000125;202302;0,13
C000400;202308;0,12
C001634;202410;0,04
C001817;202411;0,07
C000577;202304;0,12
C001964;202402;0,11
C000380;202412;0,05
C000737;202405;0,19
C000515;202401;0,05
C001447;202308;0,14
C000114;202304;0,15
C000302;202301;0,13
C000561;202409;0,17
C001780;202309;0,12
C001777;202401;0,17
C001719;202411;0,03
C001727;202312;0,03
C000235;202309;0,14
C001145;202310;0,12
C000764;202410;0,14
C001007;202308;0,16
C001946;202412;0,09
C000412;202412;0,14
C001442;202410;0,11
C000614;202304;0,13
C001912;202407;0,07
C001219;202306;0,19
C001062;202302;0,11
C001099;202404;0,16
C000049;202410;0,14
C001794;202309;0,07
C000655;202304;0,03
C000409;202402;0,03
C001725;202412;0,1
C000920;202309;0,11
C000166;202409;0,06
C000513;202302;0,13
C000693;202411;0,08
C001764;202308;0,15
C001122;202309;0,15
C000796;202306;0,17
C000734;202306;0,2
C000724;202412;0,04
C001515;202307;0,09
C001134;202303;0,12
C000438;202304;0,08
C000022;202412;0,1
C000751;202302;0,07
C000649;202408;0,06
C000627;202407;0,04
C001195;202402;0,07
C000244;202309;0,09
C001335;202410;0,13
C001614;202307;0,06
C000445;202404;0,18
C000634;202406;0,05
C001510;202402;0,08
C001328;202408;0,12
C000167;202306;0,08
C001946;202312;0,16
C000340;202407;0,11
C000412;202312;0,11
C000407;202311;0,11
C001301;202306;0,08
C001908;202307;0,02
C001398;202304;0,19
C000580;202306;0,11
C000662;202410;0,19
C001261;202411;0,06
C000884;202302;0,08
C001452;202305;0,03
C000713;202403;0,11
C001257;202412;0,18
C000854;202302;0,14
C000091;202302;0,1
C001476;202409;0,12
C001935;202412;0,17
C001868;202309;0,1
C000216;202308;0,18
C001424;202305;0,15
C000070;202406;0,16
C000395;202408;0,09
C000538;202408;0,09
C001971;202402;0,12
C001778;202404;0,06
C000608;202301;0,12
C001925;202305;0,03
C000475;202404;0,11
C001842;202308;0,16
C000467;202305;0,07
C000973;202302;0,2
C000904;202407;0,14
C001786;202401;0,04
C000640;202307;0,2
C001130;202302;0,09
C001977;202409;0,16
C001516;202311;0,08
C001895;202403;0,19
C001414;202305;0,16
C001022;202406;0,06
C001073;202405;0,11
C001459;202404;0,11
C001743;202403;0,03
C000977;202404;0,04
C001499;202402;0,08
C001478;202302;0,11
C000709;202301;0,1
C000150;202302;0,13
C000996;202402;0,11
C001805;202302;0,08
C001675;202407;0,13
C000375;202409;0,05
C001150;202411;0,2
C001026;202302;0,15
C000799;202304;0,07
C000486;202411;0,08
C000819;202407;0,17
C000651;202409;0,12
C001378;202307;0,15
C001199;202301;0,07
C000521;202408;0,17
C000289;202307;0,09
C000323;202311;0,14
C000950;202307;0,2
C001310;202304;0,13
C000520;202308;0,16
C001379;202408;0,15
C001562;202309;0,14
C001705;202403;0,02
C001490;202308;0,11
C001364;202312;0,19
C001806;202409;0,16
C001214;202407;0,16
C000710;202406;0,12
C001719;202404;0,15
C000081;202405;0,13
C000966;202307;0,05
C000399;202311;0,13
C001221;202401;0,13
C000800;202312;0,17
C000665;202403;0,05
C000610;202409;0,14
C001541;202411;0,03
C001376;202303;0,19
C000326;202403;0,04
C000279;202301;0,02
C000781;202309;0,08
C000078;202406;0,05
C000821;202301;0,14
C001754;202306;0,09
C000007;202302;0,16
C001714;202410;0,19
C000058;202310;0,18
C000484;202404;0,15
C000031;202407;0,03
C001639;202408;0,04
C000906;202401;0,06
C000918;202407;0,08
C001893;202304;0,14
C000618;202407;0,11
C001853;202401;0,08
C001789;202401;0,05
C001025;202401;0,18
C000557;202306;0,08
C001356;202304;0,08
C000613;202409;0,16
C001362;202409;0,15
C000246;202409;0,14
C000746;202412;0,14
C001020;202409;0,13
C001143;202308;0,05
C001197;202306;0,06
C001183;202307;0,12
C000309;202412;0,06
C000321;202307;0,2
C000491;202309;0,07
C001215;202311;0,07
C000094;202307;0,06
C001760;202405;0,15
C001254;202309;0,08
C001913;202408;0,08
C000318;202301;0,19
C000057;202408;0,16
C001261;202404;0,07
C001124;202401;0,04
C001277;202401;0,14
C000267;202301;0,09
C000944;202308;0,2
C001816;202409;0,17
C001509;202307;0,19
C000353;202406;0,16
C001877;202409;0,07
C000774;202411;0,07
C001105;202305;0,15
C001376;202311;0,08
C000475;202402;0,1
C000470;202307;0,07
C001067;202302;0,11
C002000;202407;0,06
C000451;202305;0,12
C001634;202307;0,19
C001236;202403;0,15
C001350;202408;0,04
C000424;202409;0,13
C000577;202303;0,13
C001342;202304;0,06
C000762;202309;0,14
C001927;202404;0,12
C000697;202405;0,13
C000002;202308;0,03
C000764;202307;0,09
C000114;202303;0,15
C001470;202406;0,04
C000746;202312;0,16
C001742;202405;0,02
C001666;202304;0,12
C000290;202308;0,19
C000049;202307;0,09
C000810;202410;0,19
C000779;202403;0,18
C001467;202307;0,11
C001150;202404;0,06
C001961;202301;0,19
C001326;202304;0,08
C000655;202303;0,14
C001402;202405;0,18
C001710;202405;0,04
C001817;202402;0,12
C000855;202411;0,12
C000472;202410;0,15
C001591;202409;0,19
C000735;202412;0,18
C001382;202312;0,05
C000250;202309;0,18
C001937;202412;0,05
C000438;202303;0,19
C001484;202406;0,2
C000133;202408;0,09
C000356;202412;0,11
C001829;202302;0,19
C001570;202308;0,19
C000488;202412;0,19
C000711;202306;0,18
C001630;202408;0,02
C000604;202309;0,12
C001940;202306;0,04
C000417;202403;0,2
C001311;202407;0,07
C000176;202310;0,2
C000465;202312;0,12
C000693;202402;0,11
C001166;202303;0,19
C000314;202309;0,17
C000662;202307;0,1
C000784;202412;0,05
C001553;202310;0,04
C001522;202301;0,05
C000110;202302;0,1
C001445;202411;0,07
C000874;202409;0,05
C000219;202311;0,15
C000668;202412;0,16
C001593;202412;0,12
C001726;202401;0,16
C000708;202310;0,05
C001123;202307;0,17
C001669;202311;0,18
C001923;202412;0,17
C000488;202312;0,11
C001261;202402;0,04
C000036;202310;0,14
C001616;202304;0,05
C001748;202311;0,05
C001687;202308;0,08
C000592;202306;0,06
C001815;202305;0,07
C001019;202407;0,06
C000660;202307;0,16
C001483;202310;0,19
C000774;202404;0,07
C000027;202407;0,15
C000881;202306;0,02
C001240;202405;0,14
C000699;202305;0,14
C001398;202311;0,03
C000243;202406;0,04
C001310;202303;0,08
C001328;202401;0,09
C001593;202312;0,11
C000529;202312;0,18
C000035;202305;0,15
C000830;202309;0,08
C000194;202410;0,04
C001787;202408;0,18
C000690;202308;0,07
C000630;202312;0,13
C000001;202410;0,06
C000700;202310;0,04
C000467;202406;0,05
C000095;202303;0,15
C000895;202302;0,13
C000831;202308;0,09
C000598;202302;0,12
C000804;202305;0,1
C001923;202312;0,12
C000591;202403;0,14
C001288;202307;0,06
C000256;202408;0,06
C000599;202410;0,16
C001053;202312;0,18
C000134;202401;0,03
C000204;202304;0,1
C001378;202405;0,15
C001514;202301;0,03
C001607;202408;0,12
C000758;202411;0,03
C000940;202301;0,12
C000129;202310;0,11
C000439;202408;0,12
C001303;202410;0,05
C000538;202401;0,08
C000241;202406;0,11
C001498;202403;0,04
C001580;202401;0,06
C000041;202403;0,12
C001585;202301;0,04
C001443;202303;0,11
C001144;202309;0,17
C001200;202306;0,1
C000995;202409;0,11
C000394;202309;0,1
C001893;202303;0,03
C001531;202408;0,1
C000536;202411;0,17
C001203;202304;0,15
C001465;202403;0,09
C000799;202311;0,17
C001761;202411;0,15
C000121;202301;0,12
C000720;202308;0,03
C001132;202301;0,08
C000037;202304;0,03
C001360;202305;0,2
C001972;202304;0,19
C000003;202410;0,03
C001813;202409;0,19
C000813;202411;0,03
C001809;202307;0,09
C000080;202411;0,16
C000740;202403;0,16
C001073;202306;0,2
C000931;202306;0,14
C000549;202401;0,1
C000063;202404;0,2
C001507;202301;0,09
C000034;202403;0,18
C000525;202403;0,18
C000299;202307;0,09
C001266;202310;0,14
C000603;202408;0,14
C001379;202401;0,12
C001564;202410;0,14
C000162;202306;0,08
C001142;202409;0,05
C000148;202404;0,12
C001035;202312;0,12
C000245;202305;0,15
C001763;202409;0,06
C000494;202401;0,02
C000487;202308;0,02
C001533;202304;0,07
C001412;202308;0,14
C001822;202409;0,12
C000132;202302;0,12
C000378;202404;0,17
C000302;202309;0,06
C001441;202401;0,08
C001995;202307;0,07
C000704;202305;0,19
C001443;202311;0,15
C000503;202302;0,04
C000081;202306;0,17
C000797;202311;0,1
C001780;202312;0,16
C000005;202409;0,18
C001696;202403;0,02
C000882;202408;0,06
C000389;202310;0,04
C001413;202404;0,03
C001509;202405;0,13
C001634;202405;0,15
C000887;202310;0,03
C000659;202412;0,15
C001736;202401;0,09
C000472;202307;0,06
C001779;202412;0,06
C001105;202406;0,18
C001766;202408;0,03
C001153;202307;0,11
C001518;202409;0,07
C001204;202311;0,17
C000764;202405;0,15
C001438;202404;0,08
C000451;202406;0,13
C001664;202409;0,14
C000605;202302;0,08
C000287;202311;0,07
C001537;202302;0,05
C000354;202408;0,14
C000845;202301;0,06
C000469;202303;0,07
C001665;202303;0,03
C001297;202409;0,19
C001862;202403;0,18
C000151;202401;0,18
C001572;202311;0,13
C001644;202403;0,1
C000531;202402;0,11
C001290;202412;0,2
C000139;202312;0,19
C000894;202310;0,14
C000919;202309;0,16
C001722;202302;0,08
C000712;202305;0,09
C001582;202310;0,05
C000359;202404;0,09
C001331;202411;0,16
C001808;202302;0,11
C001195;202403;0,17
C001777;202410;0,07
C000460;202302;0,15
C001632;202305;0,17
C001861;202404;0,18
C001825;202311;0,12
C001525;202403;0,19
C000608;202309;0,12
C001672;202311;0,04
C000030;202310;0,06
C000097;202304;0,06
C000511;202302;0,14
C001779;202312;0,19
C001755;202303;0,17
C001326;202311;0,04
C001761;202404;0,15
C001252;202307;0,05
C001037;202406;0,07
C000697;202306;0,14
C000813;202404;0,13
C001304;202302;0,18
C001505;202310;0,05
C001432;202405;0,16
C001869;202310;0,15
C000709;202309;0,12
C000450;202412;0,11
C000285;202305;0,18
C001223;202411;0,08
C001709;202408;0,19
C000384;202409;0,02
C001616;202303;0,19
C001683;202305;0,19
C001684;202303;0,04
C001693;202310;0,2
C001097;202307;0,11
C000215;202405;0,06
C001934;202411;0,13
C001603;202301;0,06
C001468;202302;0,18
C001068;202407;0,12
C001273;202409;0,16
C001904;202304;0,09
C000133;202401;0,12
C000378;202402;0,08
C000633;202303;0,07
C000011;202312;0,11
C000722;202412;0,11
C001928;202305;0,04
C000968;202408;0,2
C000160;202308;0,1
C000146;202304;0,17
C001620;202307;0,18
C001526;202407;0,09
C000338;202407;0,09
C001499;202403;0,12
C001446;202311;0,06
C001647;202301;0,05
C000225;202301;0,07
C000339;202306;0,19
C000352;202306;0,12
C001222;202302;0,1
C001413;202402;0,05
C001857;202309;0,08
C000001;202307;0,09
C001782;202305;0,17
C000258;202312;0,11
C000599;202307;0,14
C000771;202409;0,14
C001982;202401;0,07
C000067;202305;0,17
C001060;202410;0,19
C000227;202301;0,14
C001803;202309;0,11
C001303;202307;0,05
C000382;202310;0,16
C001298;202412;0,05
C001903;202411;0,15
C001042;202309;0,11
C001786;202410;0,19
C001740;202412;0,12
C001684;202311;0,14
C000358;202402;0,03
C001438;202402;0,03
C000061;202411;0,17
C001711;202402;0,19
C000462;202310;0,14
C001291;202310;0,16
C000862;202305;0,09
C000116;202409;0,17
C001353;202410;0,06
C001600;202310;0,15
C000586;202304;0,02
C001389;202407;0,11
C000667;202411;0,09
C001908;202306;0,13
C000530;202403;0,14
C000035;202406;0,13
C000742;202401;0,11
C000648;202407;0,11
C001889;202412;0,02
C000758;202402;0,12
C000410;202412;0,02
C000553;202402;0,12
C000318;202309;0,07
C001954;202407;0,2
C000359;202402;0,02
C001388;202310;0,17
C000804;202406;0,14
C000841;202301;0,17
C001050;202310;0,18
C001331;202404;0,04
C000578;202305;0,04
C001861;202402;0,05
C001907;202405;0,05
C000445;202403;0,11
C000588;202405;0,17
C001147;202302;0,07
C000118;202301;0,09
C001298;202312;0,09
C001828;202407;0,09
C000446;202405;0,12
C001738;202304;0,2
C001086;202411;0,06
C000569;202311;0,14
C001994;202404;0,17
C001533;202303;0,14
C000994;202411;0,17
C000640;202306;0,16
C001274;202301;0,04
C001189;202408;0,09
C000813;202402;0,12
C001812;202407;0,03
C000589;202302;0,02
C000762;202312;0,05
C000833;202408;0,11
C000212;202304;0,1
C000028;202409;0,16
C000582;202410;0,12
C001230;202302;0,17
C000635;202406;0,04
C000264;202301;0,12
C001983;202411;0,03
C000138;202408;0,06
C001889;202312;0,18
C000817;202412;0,18
C000320;202304;0,11
C000410;202312;0,03
C001886;202304;0,03
C000528;202402;0,19
C000777;202408;0,18
C001701;202309;0,12
C000420;202311;0,03
C001961;202309;0,19
C001853;202410;0,08
C000289;202306;0,19
C001975;202404;0,13
C001934;202404;0,16
C000982;202406;0,15
C000749;202312;0,09
C000950;202306;0,03
C001404;202308;0,05
C001767;202310;0,06
C001439;202408;0,17
C001867;202301;0,09
C001995;202405;0,18
C000413;202406;0,08
C000980;202406;0,16
C000208;202302;0,05
C001642;202311;0,2
C000728;202307;0,15
C001636;202303;0,11
C000761;202408;0,2
C001124;202410;0,03
C001277;202410;0,1
C000188;202412;0,17
C001324;202308;0,08
C001974;202408;0,16
C001884;202406;0,19
C000327;202401;0,09
C000810;202405;0,16
C001184;202301;0,03
C000817;202312;0,07
C001074;202403;0,2
C000835;202309;0,11
C001804;202303;0,08
C001725;202308;0,19
C000826;202306;0,1
C001191;202404;0,14
C001850;202406;0,14
C000457;202302;0,04
C001903;202404;0,13
C000038;202301;0,16
C001125;202406;0,15
C000165;202308;0,03
C000971;202409;0,05
C001883;202311;0,15
C000671;202411;0,13
C000576;202310;0,15
C000145;202308;0,08
C000808;202402;0,04
C000882;202401;0,02
C000484;202403;0,08
C000667;202404;0,08
C000094;202306;0,07
C000073;202311;0,04
C001839;202407;0,05
C001560;202309;0,1
C001231;202302;0,12
C000880;202412;0,09
C001821;202404;0,02
C000926;202304;0,08
C001038;202311;0,04
C000783;202311;0,13
C001331;202402;0,08
C000625;202309;0,09
C000805;202411;0,07
C001624;202301;0,09
C001691;202412;0,04
C000581;202408;0,18
C000366;202310;0,18
C001953;202302;0,2
C001766;202401;0,12
C000510;202302;0,05
C001511;202412;0,09
C001486;202404;0,04
C000878;202404;0,07
C001086;202404;0,11
C000401;202403;0,03
C001261;202403;0,1
C000251;202305;0,1
C000696;202305;0,11
C000945;202302;0,03
C001632;202406;0,07
C000994;202404;0,06
C000325;202301;0,13
C000764;202306;0,13
C001213;202404;0,06
C000146;202303;0,04
C000730;202411;0,07
C000311;202308;0,19
C000516;202410;0,08
C001442;202306;0,13
C001260;202411;0,16
C001093;202405;0,08
C001223;202402;0,08
C001031;202406;0,17
C000330;202408;0,17
C000890;202308;0,2
C001983;202404;0,04
C000317;202411;0,08
C000675;202409;0,19
C000793;202309;0,06
C001467;202306;0,08
C000875;202402;0,19
C000880;202312;0,19
C001097;202405;0,07
C000612;202408;0,15
C000913;202301;0,11
C000285;202406;0,12
C001726;202410;0,06
